,model,Test score (Accuracy),Train score (Accuracy),Number of trainable parameters,Number of layers,Regularization methods,Number of epochs,Loss function,Optimizer,Embedding Dim
0,NLP Model,0.8621907830238342,0.8958556652069092,894729,6,Dropout,5,binary_crossentropy,Adam,32
